first_name,middle_name,last_name,county,address_1,address_2,city,state,zip_code,zip_plus_four
BRANDON,,SERGEY,MULTNOMAH,111 W BURNSIDE ST,,PORTLAND,OR,97209,
DAVID,,RICHARD,MULTNOMAH,431 NW FLANDERS ST STE 300,,PORTLAND,OR,97209,
MADISON,,PAUL,MULTNOMAH,1717 W BURNSIDE ST 14,,PORTLAND,OR,97209,
GINGER,,KATHERINE,MULTNOMAH,314 SW 9TH AVE,,PORTLAND,OR,97205,
CHRISTOPHER,,VERONICA,MULTNOMAH,650 NW IRVING ST,,PORTLAND,OR,97209,
BENJAMIN,,PHILIP,MULTNOMAH,1040 SW MORRISON,,PORTLAND,OR,97214,
RUBEN,,KORIN,MULTNOMAH,650 NW IRVING ST,,PORTLAND,OR,97209,
DAVID,,SHEILA,MULTNOMAH,1825 NW VAUGHN ST.  SUITE A,,PORTLAND,OR,97209,
MATTHEW,,SAMUEL,MULTNOMAH,506 NW 5TH AVE 221,,PORTLAND,OR,97209,3710
DAVID,,ROSE,MULTNOMAH,1435 NE 81ST AVE STE 100,,PORTLAND,OR,97213,
LARS,,THOMAS,MULTNOMAH,650 NW IRVING ST,,PORTLAND,OR,97209,
CHRISTOPHER,,RICHARD,MULTNOMAH,333 NW 6TH AVE 21,,PORTLAND,OR,97209,3610
CARMAN,,LESLIE,MULTNOMAH,625 NW EVERETT ST 222,,PORTLAND,OR,97209,
CAROLYN,,DORALYN,MULTNOMAH,25 NW 23RD PL STE 6 PMB  234,,PORTLAND,OR,97210,5580
ROBERT,,DUSTIN,MULTNOMAH,25 NW 23RD PL STE 6 PMB 300,,PORTLAND,OR,97210,
JACOB,,SARAH,MULTNOMAH,310 NW FLANDERS ST,,PORTLAND,OR,97209,3941
JAMES,,ROBERT,MULTNOMAH,627 NW 18TH AVE BOX M25,,PORTLAND,OR,97209,
JAMES,,JESSICA,MULTNOMAH,1040 SE MORRISON ST,,PORTLAND,OR,97214,
BRETT,,ANGELA,MULTNOMAH,665 NW HOYT ST,,PORTLAND,OR,97209,3769
KENNETH,,BHRENR,MULTNOMAH,650 NW IRVING ST,,PORTLAND,OR,97209,
SAMUEL,,ANNA,MULTNOMAH,650 NW IRVING ST,,PORTLAND,OR,97209,1272
BEAU,,JULIE,MULTNOMAH,1337 SW WASHINGTON ST 220,,PORTLAND,OR,97205,2328
ELINOR,,BRYAN,MULTNOMAH,650 NW IRVING,,PORTLAND,OR,97209,
SIENA,,JOSHUA,MULTNOMAH,818 SW 3RD AVE,PMB 1364,PORTLAND,OR,97204,
MARK,,PATRICIA,MULTNOMAH,1130 SE OAK STREET,,PORTLAND,OR,97214,
BETTY,,RYAN,MULTNOMAH,211 NW DAVIS ST,,PORTLAND,OR,97209,
RENE,,JENNIFER,MULTNOMAH,650 NW IRVING ST,,PORTLAND,OR,97209,
TIA,,JENNIFER,MULTNOMAH,731 SW SALMON ST 306,,PORTLAND,OR,97205,
KURT,,DAVID,MULTNOMAH,8316 N LOMBARD ST  405,,PORTLAND,OR,97203,3727
CARL,,JOHN,MULTNOMAH,1715 NW MARSHALL ST APT 208,,PORTLAND,OR,97209,2427
RICHARD,,ROBERT,MULTNOMAH,204 SW 8TH AVE 612,,PORTLAND,OR,97205,
LENHARDT,,TATYANA,MULTNOMAH,11124 NE HALSEY ST # 496,,PORTLAND,OR,97220,
SHAWN,,EZRA,MULTNOMAH,314 SW 9TH AVE,,PORTLAND,OR,97205,
ARTURO,,SANDRA,MULTNOMAH,1040 SE MORRISON ST,,PORTLAND,OR,97214,
PHILIP,,PATRICK,MULTNOMAH,650 NW IRVING,,PORTLAND,OR,97209,
RICHARD,,CHRISTOPHER,MULTNOMAH,650 NW IRVING ST,,PORTLAND,OR,97209,
STEPHEN,,BRIAN,MULTNOMAH,133 NW 6TH AVE,,PORTLAND,OR,97209,
DAVID,,JAMES,MULTNOMAH,25 NW 23RD PL STE 6369,,PORTLAND,OR,97210,
PATRICIA,,PHILIP,MULTNOMAH,1430 SW BROADWAY STE 200,,PORTLAND,OR,97201,
LORRIE,,JAMES,MULTNOMAH,650 NW IRVING ST,,PORTLAND,OR,97209,
DUANE,,SARAH,MULTNOMAH,2513 N ROSA PARKS WAY APT 4,,PORTLAND,OR,97217,
RICHARD,,BENJAMIN,MULTNOMAH,306 NW EVERETT ST 19,,PORTLAND,OR,97209,3926
DONNA,,DENNIS,MULTNOMAH,650 NW IRVING ST,,PORTLAND,OR,97209,
JESSE,,BRETT,MULTNOMAH,650 NW IRVING ST,,PORTLAND,OR,97209,
ELENA,,KARL,MULTNOMAH,650 NW IRVING ST,,PORTLAND,OR,97214,
ANGELE,,CHARMAYNE,MULTNOMAH,650 NW IRVING ST,,PORTLAND,OR,97209,
KATHERINE,,CYNTHIA,MULTNOMAH,650 NW IRVING ST,,PORTLAND,OR,97209,1272
HEIDI,,ANGELINA,MULTNOMAH,901 SW KING AVE 000,,PORTLAND,OR,97205,
CHRISTOPHER,,BEVERLY,MULTNOMAH,314 SW 9TH AVE,,PORTLAND,OR,97205,
SHARON,,MELANIE,MULTNOMAH,338 NW 6TH AVE,,PORTLAND,OR,97209,
WILLIAM,,LAURA,MULTNOMAH,650 NW IRVING ST,,PORTLAND,OR,97209,
JONATHON,,DAVID,MULTNOMAH,25 NW 23RD PL SUITE 6,,PORTLAND,OR,97210,
OKSANA,,ZACHARY,MULTNOMAH,204 SW 8TH AVE 309,,PORTLAND,OR,97205,
JASIYAH,,JAMES,MULTNOMAH,1926 W BURNSIDE ST 208,,PORTLAND,OR,97209,
KYRA,,MEGHAN JEANNE,MULTNOMAH,924 SW 16TH AVE 101,,PORTLAND,OR,97205,
DERRY,,LENHARDT,MULTNOMAH,950 SW 21ST AVE 204,,PORTLAND,OR,97205,
DAVID,,ROBERT,MULTNOMAH,314 SW 9TH AVE,,PORTLAND,OR,97205,
DOUGLAS,,JOAN,MULTNOMAH,310 NW FLANDERS ST 0000,,PORTLAND,OR,97209,3941
GEORGE,,JANELLE,MULTNOMAH,650 NW IRVING ST,,PORTLAND,OR,97209,
CHARLES,,TAMAM,MULTNOMAH,650 NW IRVING ST,,PORTLAND,OR,97209,1272
STACIE,,DIANA,MULTNOMAH,522 SW 13TH AVE,,PORTLAND,OR,97205,
ERIN,,TIMOTHY,MULTNOMAH,15007 SE POWELL BLVD APT 11,,PORTLAND,OR,97236,
KATHY,,GREG,MULTNOMAH,1717 W BURNSIDE ST 26,,PORTLAND,OR,97209,
TIMOTHY,,NGHIA,MULTNOMAH,310 NW FLANDERS ST,,PORTLAND,OR,97209,
MEGAN,,GEORGIA,MULTNOMAH,1644 SE UMATILLA ST,,PORTLAND,OR,97202,
ROSEMARY,,PAUL,MULTNOMAH,211 NW DAVIS ST,,PORTLAND,OR,97209,
VALISSA,,JULIE,MULTNOMAH,221 NW 5TH AVE 603,,PORTLAND,OR,97209,
BONNIE,,BENJAMIN,MULTNOMAH,522 SW 13TH AVE,,PORTLAND,OR,97205,
BRUCE,,TRACY,MULTNOMAH,650 NW IRVING ST,,PORTLAND,OR,97209,
LAURA,,ROBERTA,MULTNOMAH,111 W BURNSIDE ST,,PORTLAND,OR,97209,
JULIA,,CHERI,MULTNOMAH,735 SW SAINT CLAIR AVE 000,,PORTLAND,OR,97205,
PETER,,KENNETH,MULTNOMAH,650 NW IRVING ST,,PORTLAND,OR,97209,
AARON,,ANDREW,MULTNOMAH,709 NW EVERETT ST,,PORTLAND,OR,97209,
KITONA,,SANDRA,MULTNOMAH,338 NW 6TH AVE,,PORTLAND,OR,97209,
DEVIN,,ANTHONY,MULTNOMAH,1329 SW 14TH AVE 205,,PORTLAND,OR,97201,
GEORGE,,EDWARD,MULTNOMAH,3040 SE 82ND AVE APT 305,,PORTLAND,OR,97266,2024
JAMES,,TROY,MULTNOMAH,1132 SW 13TH AVE,,PORTLAND,OR,97205,
GEORGE,,HAYLEY,MULTNOMAH,1040 SE MORRISON ST,,PORTLAND,OR,97214,
PAUL,,MARY,MULTNOMAH,25 NW 23RD PL STE 6 PMB 260,,PORTLAND,OR,97210,
DONALD,,MELVIN,MULTNOMAH,25 NW 23RD PL STE 6 PMB 260,,PORTLAND,OR,97210,
JASON,,KATHERINE,MULTNOMAH,PMB 183,25 NW 23RD PL STE 6,PORTLAND,OR,97210,5580
RALPH,,TAMAM,MULTNOMAH,25 NW 23RD PL STE 6 PMB 462,,PORTLAND,OR,97210,
JOSHUA,,COLLEEN,MULTNOMAH,855 SW BROADWAY DR 22,,PORTLAND,OR,97201,
LARS,,JOHN,MULTNOMAH,2285 NW FLANDERS ST #301,,PORTLAND,OR,97210,
MATTHEW,,JERRY,MULTNOMAH,310 SW LINCCOLN ST APT 311,,PORTLAND,OR,97201,
MICHELLE,,MAC,MULTNOMAH,25 NW 23RD PL STE 6 PMB 348,,PORTLAND,OR,97210,
ANDREA,,KATHY,MULTNOMAH,4513 NE 18TH AVE,,PORTLAND,OR,97211,
SHANNON,,TIA,MULTNOMAH,1910 SW 18TH AVE 47,,PORTLAND,OR,97201,
CHRISTOPHER,,RENEE,MULTNOMAH,1819 SW 18TH AVE 5,,PORTLAND,OR,97201,
ALAN,,MATTHEW,MULTNOMAH,510 SW 5TH AVE STE 500,,PORTLAND,OR,97204,
JONATHON,,PETER,MULTNOMAH,1205 SW CARDINELL DR #,,PORTLAND,OR,97201,
SUZANNE,,AXEL,MULTNOMAH,1005 SE 14TH AVE AP 201,,PORTLAND,OR,97214,
MATTHEW,,BRANDON,MULTNOMAH,1300 SW 5TH AVE PMB 2815,,PORTLAND,OR,97201,
WALTER,,RUSSELL,MULTNOMAH,1443 SW MONTGOMERY ST 5,,PORTLAND,OR,97201,
SHARON,,THERESA,MULTNOMAH,1435 SE HAIG ST,,PORTLAND,OR,97202,
CHOI,,JAMES,MULTNOMAH,MS 1066   ,3203 SE WOODSTOCK BLVD,PORTLAND,OR,97202,
JOSEPH,,NATALIA,MULTNOMAH,1040 SE MORRISON ST,,PORTLAND,OR,97214,
GREG,,ERIC,MULTNOMAH,707 SW WASHINGTON STREET STE 927,,PORTLAND,OR,97205,
NOEL,,MATTHEW,MULTNOMAH,PO BOX 69232,,PORTLAND,OR,97239,
ROARK,,BENNIE,MULTNOMAH,1300 SW 5TH AVE STE 2815,,PORTLAND,OR,97201,
JEAN-LUC,,NATHAN,MULTNOMAH,1819 SW FIFTH AVE  APT 333,,PORTLAND,OR,97201,5277
CHRIS,,TERRY,MULTNOMAH,1515 SW 5TH AVE STE 600,,PORTLAND,OR,97201,
CAROLYN,,ANTHONY,MULTNOMAH,800 SW BROADWAY,,PORTLAND,OR,97205,
ROBERT,,CHRISTINA,MULTNOMAH,111 SW 5TH AVE # 3500,,PORTLAND,OR,97204,3638
MARTY,,MELISSA,MULTNOMAH,800 SW BROADWAY,,PORTLAND,OR,97205,
MICHAEL,,DAVID,MULTNOMAH,25 NW 23RD PL STE 6,,PORTLAND,OR,97210,
GEORGE,,MARK,MULTNOMAH,823 NE WEBSTER STREET,,PORTLAND,OR,97211,
MARGERY,,RONALD,MULTNOMAH,25 NW 23RD PL PMB#301,,PORTLAND,OR,97210,
CHELSEA,,BRANDI,MULTNOMAH,1300 SW 5TH AVE. #2300,,PORTLAND,OR,97201,
ROSEMARY,,KAREN,MULTNOMAH,1320 SW HALL ST 102,,PORTLAND,OR,97201,
INGHARD,,PHILIP,MULTNOMAH,4927 SE HAIG ST,,PORTLAND,OR,97206,
LARRY,,BRADLEY,MULTNOMAH,2526 SW SAINT HELENS CT 97201,,PORTLAND,OR,97201,
SHARLEEN,,WARREN,MULTNOMAH,1500 SW FIRST AVE STE 800,,PORTLAND,OR,97201,
JAMES,,CARY,MULTNOMAH,23 NW 5TH AVE,,PORTLAND,OR,97209,
JASON,,AARON,MULTNOMAH,650 NW IRVING,,PORTLAND,OR,97209,
MELISSA,,BRIANA,MULTNOMAH,2073 SW PARK AVE 207,,PORTLAND,OR,97201,
LA SHAWN,,ROBERT,MULTNOMAH,1825 SW BROADWAY DR,,PORTLAND,OR,97201,
WILLIAM,,ERIK,MULTNOMAH,1819 SW 5TH AVE UNIT 5 PMB 211,,PORTLAND,OR,97201,
PATRICK,,GEORGE,MULTNOMAH,1957 W BURNSIDE ST APT 1509,,PORTLAND,OR,97209,
AMBER,,FRANCISCO,MULTNOMAH,2941 NE AINSWORTH ST,,PORTLAND,OR,97211,6749
JOSEPH,,CRYSTAL,MULTNOMAH,1422 SW HALL ST 1,,PORTLAND,OR,97201,
SAM,,CHRISTOPHER,MULTNOMAH,1836 SW CABLE AVE 4,,PORTLAND,OR,97201,
DARIN,,FRANK,MULTNOMAH,1803 SW CABLE AVE LOWR,,PORTLAND,OR,97201,
PETER,,CHRISTINA,MULTNOMAH,1211 SW 5TH AVE STE 2340,,PORTLAND,OR,97204,
ROBERT,,EVAN,MULTNOMAH,1300 SW 5TH AVE STE 2815,,PORTLAND,OR,97201,
DONALD,,KRISTI,MULTNOMAH,2425 SW 19TH AVE 10,,PORTLAND,OR,97201,
COHEN,,ALEX,MULTNOMAH,2155 NW EVERETT ST,,PORTLAND,OR,97210,
CLARISSA,,RICK,MULTNOMAH,1974 SE HEMLOCK AVE,,PORTLAND,OR,97214,
JUSTINE,,MATTHEW,MULTNOMAH,1333 SW COLLEGE ST 4,,PORTLAND,OR,97201,
RYAN,,AMANDA,MULTNOMAH,25 NW 23RD PL STE 6 PMB 183,,PORTLAND,OR,97210,
DANA,,JESSICA,MULTNOMAH,2314 SW VISTA AVE D,,PORTLAND,OR,97201,
KATHLEEN,,MCCARTNEY,MULTNOMAH,1931 SW 14TH AVE 1,,PORTLAND,OR,97201,
JAKE,,JAMES,MULTNOMAH,2737 SE 21ST AVE,,PORTLAND,OR,97202,
STEVEN,,LAURA,MULTNOMAH,1021 SW 4TH AVE,,PORTLAND,OR,97204,
BRETT,,ALEXANDER,MULTNOMAH,501 N GRAHAM ST STE 220,,PORTLAND,OR,97227,2014
LUKE,,LORI,MULTNOMAH,900 SW 13TH AVE,,PORTLAND,OR,97205,1707
ARYN,,JAMES,MULTNOMAH,25 NW 23RD PL STE 6 PMB 476,,PORTLAND,OR,97210,
DONALD,,BENJAMIN,MULTNOMAH,2655 N WATTS ST,,PORTLAND,OR,97217,
RONALD,,GRETCHEN,MULTNOMAH,PO BOX 11155,,PORTLAND,OR,97211,
KARL,,BRIDGET,MULTNOMAH,2756 NW 132ND AVE,,PORTLAND,OR,97229,
SHANA,,ARDEN,MULTNOMAH,855 SW BROADWAY DR 24,,PORTLAND,OR,97201,
BATTLE,,DARRELL,MULTNOMAH,1719 SW 16TH AVE 000,,PORTLAND,OR,97201,2582
ANDREW,,HILARY,MULTNOMAH,1505 SW HALL ST A,,PORTLAND,OR,97201,
HEATHER,,KEVIN,MULTNOMAH,314 NW 5TH AVE APT 201,,PORTLAND,OR,97209,
JOSHUA,,ELIZABETH,MULTNOMAH,PHOEBE FENG ,1205 SW CARDINELL DR 508 ,PORTLAND,OR,97201,
WALTER,,ROGER,MULTNOMAH,707 SW WASHINGTON STREET STE 927,,PORTLAND,OR,97205,
ROBERT,,SHARON,MULTNOMAH,25 NW 23RD PL STE 6,,PORTLAND,OR,97210,
BECKY,,KYRA,MULTNOMAH,25 NW 23RD PL STE 6 PMB 315,,PORTLAND,OR,97210,5599
TERENCE,,CALIN,MULTNOMAH,3300 NW 185TH AVE # 95,,PORTLAND,OR,97229,
EARL,,LENHARDT,MULTNOMAH,818 SW 3RD AVE PMB 267,,PORTLAND,OR,97204,
ROBERTA,,GINGER,MULTNOMAH,1819 SW FIFTH AVE  APT 333,,PORTLAND,OR,97201,
PATRICK,,SCOTT,MULTNOMAH,1910 SW 18TH AVE 22,,PORTLAND,OR,97201,
SHERRY,,LEEANN,MULTNOMAH,8448 NE 33RD DR  200,,PORTLAND,OR,97211,
DIANA,,MCCARTNEY,MULTNOMAH,25 NW 23RD PL STE 6 MSC 128,,PORTLAND,OR,97210,
JEFFREY,,MARCIANNA,MULTNOMAH,1803 SW CABLE AVE LWR,,PORTLAND,OR,97201,
MARIANNE,,EDUARDO,MULTNOMAH,111 SW HARRISON ST APT 16D,,PORTLAND,OR,97201,
JEFFREY,,STEVEN,MULTNOMAH,25 NW 23RD PL STE 6 PMB 505,,PORTLAND,OR,97210,
ELLEN,,BONNIE,MULTNOMAH,3032 SW FLORIDA CT 0000,,PORTLAND,OR,97219,1870
JOAN,,PEDER,MULTNOMAH,7410 SW OLESON RD APT 123,,PORTLAND,OR,97223,7475
DOREATHA,,BETTY,MULTNOMAH,6803 SW 15TH AVE,,PORTLAND,OR,97219,2028
AMANDA,,RICHARD,MULTNOMAH,7740 SW 45TH AVE 26,,PORTLAND,OR,97219,
JESS,,CHRISTOPHER,MULTNOMAH,7720 SW 45TH AVE 13,,PORTLAND,OR,97219,
CYNTHIA,,GLENN,MULTNOMAH,6312 SW CAPITOL HWY PMB 102,,PORTLAND,OR,97239,
JACOB,,NICOLE,MULTNOMAH,0615 SW PALATINE HILL RD MSC #535,,PORTLAND,OR,97219,
ANNABELLE,,WILSON,MULTNOMAH,3535 SW MULTNOMAH BLVD APT 146,,PORTLAND,OR,97219,3761
FRANK,,MARIA,MULTNOMAH,6312 SW CAPITOL HWY PMB 188,,PORTLAND,OR,97239,
ALEXANDER,,STEPHEN,MULTNOMAH,919 NE 19TH AVE STE 100,,PORTLAND,OR,97232,
DONNA,,ANNE,MULTNOMAH,9166 SW 91ST AVE APT 31,,PORTLAND,OR,97223,7002
ARDIJANA,,JULIA,MULTNOMAH,3605 SW TROY ST 102,,PORTLAND,OR,97219,1686
MONICA,,GREGORY,MULTNOMAH,6663 SW BEAVERTON HILLSDALE HWY #77,,PORTLAND,OR,97225,
SVEN,,DIANA,MULTNOMAH,6918 SW 33RD AVE FRNT,,PORTLAND,OR,97219,1848
ROSEMARY,,JOHN,MULTNOMAH,6663 SW BEAVERTON HILLSDALE HWY PMB 265,,PORTLAND,OR,97225,
JO ANNA,,LINDSAY,MULTNOMAH,2802 SW BEAVERTON HILLSDALE HWY 1,,PORTLAND,OR,97239,
COLLEEN,,AWALE,MULTNOMAH,9220 SW BARBUR BLVD # 119-311,,PORTLAND,OR,97219,
SKYLER,,MELANIE,MULTNOMAH,6404 SW 30TH AVE 52,,PORTLAND,OR,97239,
JESSICA,,DIANA,MULTNOMAH,3807 NE CLEVELAND AVE,,PORTLAND,OR,97212,
TERRY,,WALLACE,MULTNOMAH,6918 SW 33RD AVE FRNT,,PORTLAND,OR,97219,1848
MARIE,,WILLIAM,MULTNOMAH,3535 SW MULTNOMAH BLVD APT 146,,PORTLAND,OR,97219,3761
DONNA,,CANNON,MULTNOMAH,PMB 314,7410 SW OLESON RD,PORTLAND,OR,97223,
QUANDRE,,ARTHUR,MULTNOMAH,1844 SW MORRISON ST,,PORTLAND,OR,97205,
KELLY,,CYNTHIA,MULTNOMAH,1819 SW 5TH AVE PMB 157,,PORTLAND,OR,97201,
JEREMY,,MICHAEL,MULTNOMAH,2105 NE EVERETT ST APT 2,,PORTLAND,OR,97232,
JOSEPH,,JOSEPH,MULTNOMAH,3110 SW DOLPH COURT,,PORTLAND,OR,97219,
